product_id,price,stock
12481,223.54,715
12482,1371.8,443
12483,36.24,722
12484,403.61,276
12485,416.52,310
12486,84.72,794
12487,129.68,130
12488,1798.35,857
12489,1251.97,246
12490,1274.79,418
12491,184.38,478
12492,155.5,438
12493,1490.03,65
12494,703.4,675
12495,1862.06,673
12496,136.42,302
12497,1770.69,80
12498,1633.25,38
12499,498.01,326
12500,832.21,284
12501,1614.42,586
12502,99.1,779
12503,802.12,993
12504,537.12,695
12505,890.97,491
12506,821.2,492
12507,1619.04,570
12508,880.22,425
12509,1554.44,215
12510,1557.39,597
12511,1364.88,680
12512,1011.38,345
12513,1423.03,878
12514,1142.89,58
12515,382.32,221
12516,470.51,352
12517,1012.12,213
12518,962.6,581
12519,1739.89,332
12520,1122.63,395
12521,557.67,871
12522,433.54,881
12523,929.95,519
12524,1902.89,536
12525,1625.77,514
12526,1125.75,101
12527,236.75,227
12528,1808.95,697
12529,1134.09,224
12530,1012.36,458
12531,1729.25,668
12532,571.82,335
12533,545.1,565
12534,1371.04,520
12535,1077.99,920
12536,230.14,326
12537,1287.53,194
12538,1839.23,105
12539,1843.77,998
12540,1989.22,717
12541,1772.43,969
12542,1787.7,729
12543,1441.46,610
12544,1026.55,2
12545,1506.49,804
12546,444.65,721
12547,870.83,777
12548,376.38,443
12549,359.82,61
12550,1471.3,882
12551,1632.14,230
12552,1729.48,263
12553,1360.63,679
12554,181.37,428
12555,1848.24,964
12556,513.17,348
12557,890.92,194
12558,206.86,728
12559,1438.81,536
12560,478.53,205
12561,1277.13,6
12562,817.59,900
12563,1051.59,71
12564,447.12,546
12565,426.13,385
12566,1301.26,128
12567,1524.95,714
12568,1023.95,414
12569,1134.02,71
12570,714.22,777
12571,66.31,233
12572,497.99,467
12573,1202.11,266
12574,1367.88,94
12575,1565.51,645
12576,1520.77,95
12577,893.71,337
12578,62.82,516
12579,769.37,88
12580,1970.24,459
12581,1891.47,825
12582,1932.03,274
12583,88.49,312
12584,977.18,691
12585,546.95,289
12586,621.02,593
12587,315.17,303
12588,817.75,804
12589,568.12,644
12590,1829.56,510
12591,1916.62,493
12592,1008.94,263
12593,628.03,584
12594,799.8,696
12595,1749.93,596
12596,892.15,797
12597,524.88,651
12598,725.82,461
12599,1677.77,166
12600,618.89,198
12601,1860.41,759
12602,788.22,871
12603,501.02,747
12604,1319.02,589
12605,1572.19,116
12606,948.52,898
12607,1426.14,67
12608,1302.44,480
12609,1995.98,60
12610,591.48,555
12611,1528.35,80
12612,920.65,795
12613,453.41,815
12614,270.56,756
12615,228.79,469
12616,1533.32,853
12617,293.97,733
12618,1861.32,488
12619,183.34,857
12620,295.87,503
12621,412.19,856
12622,1038.68,940
12623,882.33,411
12624,142.23,522
12625,1889.56,67
12626,922.18,846
12627,125.63,796
12628,560.84,408
12629,1289.33,950
12630,764.82,297
12631,1429.57,58
12632,1364.24,810
12633,1320.27,460
12634,571.04,934
12635,152.6,116
12636,594.35,251
12637,214.54,543
12638,1057.43,277
12639,777.57,516
12640,1891.38,432
12641,876.92,813
12642,1807.46,883
12643,1814.26,957
12644,1767.42,438
12645,1781,656
12646,1996,593
12647,100.99,535
12648,1040.65,602
12649,316.69,397
12650,1552.12,914
12651,185.67,893
12652,804.01,380
12653,124.24,951
12654,442,97
12655,293.49,480
12656,1941.41,992
12657,866.14,215
12658,1324.02,973
12659,194.93,489
12660,843.5,177
12661,1773.15,253
12662,1449.99,422
12663,433.02,599
12664,1078.5,631
12665,137.33,945
12666,1400.13,841
12667,522.09,372
12668,1357.5,705
12669,130.34,159
12670,1422.5,70
12671,1492.91,976
12672,1234.15,636
12673,1503.55,69
12674,261.95,37
12675,523.93,751
12676,1794.17,364
12677,1788.93,685
12678,428.4,597
12679,1367.36,410
12680,1656.83,979
12681,1945.85,68
12682,1593.17,923
12683,1887.51,780
12684,1706.15,954
12685,470.5,861
12686,998.76,628
12687,656.37,899
12688,738.08,928
12689,401.76,526
12690,929.56,647
12691,244.13,552
12692,1365.52,367
12693,528.59,518
12694,303.42,16
12695,687.26,631
12696,485.16,170
12697,1014.39,66
12698,627.95,649
12699,1625.13,234
12700,505.29,763
12701,1858.83,20
12702,1056.02,925
12703,1256.53,241
12704,1294.37,220
12705,244.91,932
12706,517.62,752
12707,434.89,991
12708,201.61,946
12709,136.9,161
12710,561.75,540
12711,269.54,720
12712,432.76,790
12713,1143.2,638
12714,1388.92,510
12715,1077.56,308
12716,177.58,408
12717,591.63,917
12718,1806.32,553
12719,1322.92,865
12720,417.58,831
12721,1136.03,351
12722,377.31,441
12723,1026.98,511
12724,510.37,202
12725,1136.14,749
12726,1750.74,19
12727,1275.02,512
12728,1210.21,186
12729,1830.91,859
12730,303.54,971
12731,1408.43,156
12732,1463.96,681
12733,1973.01,748
12734,1721.6,374
12735,1546.39,320
12736,503.71,866
12737,1058.47,240
12738,301.19,882
12739,613.51,779
12740,656.32,843
12741,1898.78,91
12742,969.18,736
12743,1187.98,440
12744,435.63,907
12745,815.82,99
12746,231.37,28
12747,260.41,89
12748,1807.99,823
12749,696.29,511
12750,1176.55,486
12751,1556.31,166
12752,1161.55,654
12753,1304.03,325
12754,889.34,728
12755,1929.79,820
12756,1845.89,349
12757,496.42,747
12758,1004.38,307
12759,1617.62,737
12760,1654.52,157
12761,732.88,776
12762,1989.07,390
12763,752.02,983
12764,999.63,705
12765,1688.63,971
12766,482.94,396
12767,1037.82,386
12768,1964.2,253
12769,1569.46,966
12770,290.41,983
12771,183.85,733
12772,1580.06,645
12773,1598.52,620
12774,56.64,426
12775,125.06,803
12776,5.67,147
12777,83.97,167
12778,1313.96,711
12779,1967.95,814
12780,704.59,822
12781,1445.01,852
12782,359.13,811
12783,662.03,490
12784,467.85,844
12785,736.07,828
12786,1867.83,445
12787,1815.54,32
12788,59.03,426
12789,911.45,150
12790,951.82,491
12791,1365.76,880
12792,743.13,619
12793,1268.14,605
12794,1124.18,51
12795,549.78,463
12796,1154.02,563
12797,720.56,950
12798,1051.08,192
12799,1757.42,824
12800,375.57,50
12801,1231.57,71
12802,359.8,947
12803,1361.43,761
12804,1695.83,716
12805,1853.06,475
12806,56.07,552
12807,1684.3,500
12808,1505.2,117
12809,1063.43,994
12810,1862.81,113
12811,1995.17,211
12812,220.17,353
12813,978.48,145
12814,1495.64,820
12815,1040.01,645
12816,612.07,963
12817,1254.6,335
12818,819.76,426
12819,637.54,402
12820,1818.99,981
12821,292.7,180
12822,1167.89,399
12823,919.03,756
12824,1652.34,522
12825,314.82,735
12826,54.16,298
12827,305.5,981
12828,1185.66,379
12829,248.5,641
12830,226.78,436
12831,1854.3,758
12832,843.01,543
12833,1167.39,396
12834,466.84,165
12835,1095.56,689
12836,1158.93,385
12837,603.23,878
12838,1227.3,339
12839,1443.17,829
12840,987.79,164
12841,552.98,435
12842,1675.08,44
12843,1758.06,269
12844,282.4,603
12845,1773.06,699
12846,136.49,137
12847,830.56,667
12848,81.35,286
12849,1475.84,377
12850,273.92,673
12851,579.79,281
12852,141.57,451
12853,1204.52,684
12854,253.06,975
12855,1892.4,501
12856,1665.35,609
12857,1422.15,848
12858,1498.52,661
12859,1239.01,408
12860,197.58,573
12861,539.91,352
12862,435.25,485
12863,498.24,451
12864,553.89,282
12865,1200.4,575
12866,720.03,46
12867,1561.4,118
12868,1747.17,367
12869,243.22,198
12870,1918.93,458
12871,1378.46,966
12872,1074.88,243
12873,183.66,590
12874,1788.68,547
12875,68.59,255
12876,1962.43,45
12877,1404.76,988
12878,747.71,798
12879,1380.15,982
12880,965.95,255
12881,775.15,375
12882,922.27,83
12883,594.23,147
12884,1804.15,494
12885,15.05,793
12886,346.48,682
12887,842.05,574
12888,1047.58,474
12889,272.11,53
12890,825.96,378
12891,1898.42,728
12892,1869.28,101
12893,447.31,15
12894,1725.44,772
12895,1295.22,941
12896,1761.16,480
12897,478.09,164
12898,977.48,648
12899,1871.58,972
12900,563,397
12901,744.31,673
12902,1858.57,335
12903,570.41,542
12904,474.8,785
12905,574.57,155
12906,640.89,4
12907,382.47,362
12908,1268.92,455
12909,1922.46,197
12910,1537.21,101
12911,202.51,402
12912,477.85,754
12913,112.58,36
12914,634.75,308
12915,1019.56,32
12916,1751.73,393
12917,1031.67,50
12918,355.52,619
12919,746.79,234
12920,274.24,295
12921,1472.44,829
12922,1690.63,498
12923,832.58,173
12924,699.41,497
12925,1322.69,526
12926,1898.95,434
12927,9.41,84
12928,1769.12,615
12929,774.92,916
12930,1106.84,969
12931,248.36,28
12932,1431.16,664
12933,616.95,459
12934,1791.96,143
12935,343.95,40
12936,1650.61,57
12937,1550.59,749
12938,940.55,95
12939,783.59,657
12940,1347.54,161
12941,1616.51,405
12942,1966.7,472
12943,1949.5,803
12944,975.17,305
12945,1047.48,557
12946,1342.62,636
12947,1248.43,36
12948,1941.69,796
12949,1185.68,691
12950,900.49,937
12951,1265.09,542
12952,1435.61,150
12953,146.05,808
12954,1680.03,485
12955,1482.93,707
12956,710.54,348
12957,897.91,74
12958,762.66,990
12959,194.67,683
12960,153.55,613
12961,1021.01,235
12962,756.23,260
12963,949.25,877
12964,790.66,925
12965,1549.77,22
12966,137.8,632
12967,445.08,161
12968,1983.77,38
12969,1681.32,354
12970,421.59,787
12971,1369.59,266
12972,1602.72,31
12973,1597.64,69
12974,1485.31,914
12975,1628.14,94
12976,968.22,128
12977,905.36,757
12978,1847.37,535
12979,868.61,948
12980,645.05,462
12981,1280.78,641
12982,981.85,488
12983,935.76,925
12984,1279.16,422
12985,374.65,600
12986,454.57,25
12987,1434.98,153
12988,1055.13,573
12989,744.25,138
12990,1049.01,297
12991,1566.95,291
12992,872.43,346
12993,1460.2,511
12994,1641.61,482
12995,482.63,901
12996,84.16,735
12997,1899.65,987
12998,1131.79,544
12999,1922.42,761
13000,460.72,997
13001,1873.91,13
13002,347.83,644
13003,171.59,53
13004,439.56,756
13005,534.11,258
13006,1663.94,223
13007,631.82,286
13008,807.37,247
13009,1448.29,238
13010,1454.35,281
13011,1671.51,807
13012,51.5,634
13013,314.74,697
13014,942.95,920
13015,247.27,52
13016,1504.88,299
13017,1829.35,207
13018,1202.77,32
13019,1928.96,92
13020,211,449
13021,430.31,695
13022,852.07,980
13023,1609.55,145
13024,369.23,872
13025,999.36,567
13026,102.33,813
13027,1312.55,672
13028,1817.25,684
13029,405.65,309
13030,219.04,255
13031,747.52,410
13032,958.38,688
13033,1498.79,675
13034,27.78,307
13035,1586.46,640
13036,1661.01,344
13037,1069,20
13038,534.16,390
13039,701.19,610
13040,200.22,626
13041,550.11,224
13042,272.29,188
13043,1078.7,470
13044,1842.5,113
13045,741.43,450
13046,1603.59,104
13047,118.08,432
13048,948.55,652
13049,646.22,430
13050,1693.61,13
13051,301.59,624
13052,1343.29,307
13053,284.05,866
13054,857.66,141
13055,641.06,315
13056,400.84,227
13057,66.15,222
13058,1343.09,630
13059,1966.85,843
13060,290.42,213
13061,1184.26,803
13062,1593.93,622
13063,1113.41,786
13064,1352.69,713
13065,637.16,799
13066,657.08,354
13067,1643.91,626
13068,1817.19,178
13069,1649.24,806
13070,1666.65,469
13071,559.82,855
13072,141.28,61
13073,1556.71,524
13074,703.14,4
13075,461.03,884
13076,748.61,707
13077,1663.32,497
13078,400.47,675
13079,346.3,600
13080,653.44,691
13081,1349.2,929
13082,330.79,515
13083,292.97,580
13084,1804.61,111
13085,1891.27,387
13086,650.73,524
13087,777.34,989
13088,467.84,671
13089,1033.41,575
13090,1159.98,403
13091,69.83,541
13092,1363.33,292
13093,840.82,21
13094,1269.25,928
13095,1612.05,603
13096,1291.91,604
13097,1926.89,168
13098,1989.24,209
13099,267.49,237
13100,528.83,882
13101,458.52,100
13102,824.79,122
13103,1058.8,310
13104,972.13,391
13105,1091.03,740
13106,659.2,644
13107,1645.29,294
13108,1776.07,671
13109,1397.14,333
13110,1945.06,696
13111,1706.3,315
13112,1107.96,626
13113,912.91,757
13114,188.62,271
13115,1921.53,768
13116,1832.88,648
13117,1173.97,660
13118,755.23,167
13119,1156.53,703
13120,80.67,832
13121,1554.81,318
13122,533.82,368
13123,1848.58,860
13124,748.38,637
13125,1394.19,411
13126,522.51,986
13127,1109.73,819
13128,1899.1,675
13129,658.91,687
13130,952.19,224
13131,1283.77,662
13132,560.32,45
13133,625.94,777
13134,496.81,387
13135,1771.09,467
13136,1361.18,662
13137,297.49,488
13138,49.74,48
13139,1846.89,532
13140,1723.3,800
13141,1372.85,506
13142,1151.24,759
13143,1874.84,492
13144,938.47,959
13145,721.76,754
13146,1318.38,938
13147,1044.31,178
13148,57.13,878
13149,876.58,724
13150,731.37,308
13151,453.3,240
13152,518.32,220
13153,1911.79,741
13154,399.79,294
13155,1915.9,655
13156,1069.42,738
13157,327.45,213
13158,1397.27,726
13159,999.86,800
13160,205.45,801
13161,234.02,442
13162,1331.46,515
13163,1624.89,737
13164,1922.1,98
13165,1830.68,628
13166,1612.57,554
13167,117.26,639
13168,1748.47,466
13169,1208.01,720
13170,922.22,448
13171,117.08,921
13172,1417.98,916
13173,51.52,278
13174,919.28,492
13175,116.75,411
13176,1219.69,980
13177,532.16,309
13178,1099.39,722
13179,1847.24,513
13180,1628.04,949
13181,1558.04,967
13182,1220.65,886
13183,1079.14,285
13184,1203.08,912
13185,743.88,157
13186,17.87,597
13187,1247.91,934
13188,666.67,302
13189,124.75,381
13190,1767.97,723
13191,1886.24,421
13192,1620.38,602
13193,1981.94,207
13194,1153.94,745
13195,1589.37,557
13196,964.4,685
13197,1884.29,252
13198,1352.01,915
13199,1690.27,265
13200,201.14,472
13201,1847.4,873
13202,994.25,799
13203,68.49,183
13204,1986.21,86
13205,134.56,426
13206,184.53,47
13207,492.04,325
13208,1477.81,948
13209,938.09,736
13210,1301.24,426
13211,506.58,694
13212,201.95,419
13213,771.21,523
13214,491.23,587
13215,547.47,869
13216,1518.57,258
13217,373.16,128
13218,313.04,949
13219,1171.2,603
13220,494.86,891
13221,216.28,998
13222,693.95,721
13223,330.32,449
13224,1329.01,368
13225,1862.03,244
13226,1305.04,537
13227,1898.99,641
13228,1350.68,137
13229,231.34,844
13230,1349.7,64
13231,1003.41,168
13232,1302.74,881
13233,910.7,379
13234,129.9,473
13235,951.06,348
13236,605.98,92
13237,591.65,590
13238,1095.11,691
13239,788.69,513
13240,729.31,510
13241,823.23,710
13242,1878.8,488
13243,1118.1,956
13244,1008.59,903
13245,978.92,718
13246,1705.4,692
13247,175.4,270
13248,695.57,624
13249,1466.08,50
13250,568.87,976
13251,560.6,135
13252,1229.89,1000
13253,635.36,964
13254,844.82,720
13255,1646.16,953
13256,1802.69,283
13257,1178.22,412
13258,1314.56,841
13259,1658.86,66
13260,1429.09,687
13261,603.77,902
13262,1527.03,225
13263,766.76,455
13264,954.83,774
13265,350.47,858
13266,447.92,144
13267,1904.92,352
13268,291.92,704
13269,1312.6,984
13270,786.95,843
13271,931.24,818
13272,1536.97,188
13273,452.78,159
13274,959.68,141
13275,853.96,984
13276,183.84,973
13277,229.76,975
13278,482.54,210
13279,525.49,464
13280,1221.9,189
13281,1312.77,829
13282,1683.68,259
13283,47.64,96
13284,581.65,832
13285,142.25,683
13286,595.3,456
13287,671.93,545
13288,1482,653
13289,1015.51,613
13290,1784.16,953
13291,235.86,625
13292,1944.98,293
13293,455.54,463
13294,847.33,97
13295,512.32,790
13296,1441.49,615
13297,1949.04,711
13298,336.42,320
13299,1414.02,310
13300,283.37,448
13301,305.25,569
13302,1242.16,337
13303,78.13,315
13304,1459.54,812
13305,75.45,546
13306,1054.51,874
13307,415.91,589
13308,194.33,77
13309,516.08,947
13310,1284.77,64
13311,343.08,616
13312,1613.17,828
13313,227.57,652
13314,1176.82,109
13315,1127.86,768
13316,1483.27,830
13317,160.78,488
13318,420.07,529
13319,1538.99,438
13320,817.75,240
13321,1357.39,711
13322,1276.75,41
13323,1892.25,913
13324,1178.18,250
13325,807.07,869
13326,1388.04,508
13327,464.97,442
13328,916.71,26
13329,1636.88,987
13330,711.65,866
13331,933.44,53
13332,1994.58,17
13333,1772.31,200
13334,659.99,338
13335,1890.56,104
13336,621.56,585
13337,1766.77,695
13338,1190.37,797
13339,49.25,993
13340,1822.96,763
13341,1157.18,467
13342,543.07,666
13343,734.56,141
13344,991.61,350
13345,669.07,921
13346,514.32,397
13347,1826.39,793
13348,409.52,550
13349,212.64,67
13350,1523.62,264
13351,297.09,617
13352,465.63,32
13353,1868.23,360
13354,803.78,597
13355,962.77,49
13356,409.44,428
13357,1278.66,529
13358,672.52,702
13359,664.9,153
13360,1153.95,759
13361,1434.74,34
13362,734.58,882
13363,1106.61,268
13364,1323.13,744
13365,588.11,112
13366,1986.13,971
13367,1056.24,183
13368,1710.26,688
13369,52.6,950
13370,581.72,428
13371,370.97,500
13372,1780.11,726
13373,1312.53,53
13374,631.02,328
13375,1637.34,279
13376,910.95,7
13377,1977.05,367
13378,219.77,322
13379,794.35,670
13380,1764.77,369
13381,348.56,381
13382,1513.94,776
13383,61.4,438
13384,798.38,912
13385,923.23,844
13386,1075.07,102
13387,339.9,617
13388,421.74,570
13389,1832.05,953
13390,945.66,824
13391,1585.21,198
13392,514.55,180
13393,1388.7,80
13394,329.55,412
13395,703.04,592
13396,344.4,722
13397,454.73,86
13398,747.23,54
13399,1695.85,192
13400,333.46,581
13401,1124.87,528
13402,429.61,224
13403,1286.93,368
13404,254.72,971
13405,1041.69,211
13406,1594.06,973
13407,926.04,865
13408,1942.27,988
13409,901.2,466
13410,927.78,559
13411,1263.09,341
13412,767.62,814
13413,486.37,812
13414,126.46,527
13415,1273.19,242
13416,947.59,559
13417,89.6,439
13418,585.3,693
13419,1570.05,888
13420,591.3,627
13421,1578.08,61
13422,1153.61,946
13423,343.9,316
13424,258.92,894
13425,1165.66,143
13426,116.27,138
13427,798.47,987
13428,979.6,1000
13429,1854.13,105
13430,1721.65,86
13431,979.59,59
13432,1573.45,421
13433,578.16,613
13434,106.65,150
13435,1587.36,643
13436,1494.47,201
13437,890.46,246
13438,936.07,109
13439,1685.68,28
13440,529.64,946
13441,1438.21,131
13442,487.08,957
13443,1715.78,977
13444,1119.02,226
13445,275.65,966
13446,906.3,66
13447,1583.64,4
13448,1229.63,779
13449,346.48,121
13450,339.88,437
13451,736.52,959
13452,761.04,340
13453,602.66,317
13454,919.14,740
13455,1756.62,411
13456,1016.22,754
13457,1654.46,531
13458,572.99,758
13459,1449.13,318
13460,53.53,348
13461,384.63,404
13462,1796.46,457
13463,1222.48,310
13464,1757.55,243
13465,1317.21,526
13466,1406.88,21
13467,1721.06,389
13468,207.63,676
13469,1137.06,346
13470,551,589
13471,1512.04,1
13472,665.73,426
13473,1870.05,910
13474,1843.51,683
13475,176.72,809
13476,1407.72,961
13477,110.04,301
13478,916.42,125
13479,257.21,91
13480,1055.2,525
13481,1702.58,965
13482,1357.64,334
13483,832.33,219
13484,180.72,778
13485,1645.05,102
13486,1326.76,199
13487,1666.96,622
13488,826.38,684
13489,1455.34,25
13490,954.95,527
13491,1527.22,399
13492,1162.99,15
13493,1960.06,28
13494,32.85,680
13495,851.19,905
13496,1431.66,953
13497,509.87,553
13498,87.25,750
13499,1307.31,474
13500,1322.27,678
13501,980.89,448
13502,1996.94,511
13503,1484.58,696
13504,1225.28,417
13505,1066.32,643
13506,1675.09,978
13507,254.88,576
13508,1085.82,91
13509,812.24,545
13510,1211.13,292
13511,316.92,616
13512,1154.6,981
13513,709.47,694
13514,950.89,645
13515,128.76,703
13516,694.04,508
13517,1478.51,289
13518,520.82,919
13519,618.23,188
13520,551.87,990
13521,1726.54,650
13522,736.37,276
13523,1922.01,305
13524,246.52,612
13525,1150.97,52
13526,92.62,478
13527,58.09,944
13528,1816.63,608
13529,349.55,290
13530,146.24,836
13531,860.9,589
13532,593.55,126
13533,1455.04,373
13534,1127.48,125
13535,29.66,571
13536,150.69,558
13537,1630.57,362
13538,20.73,572
13539,1184.77,79
13540,834.16,651
13541,777.38,291
13542,893.32,310
13543,1256.54,167
13544,1913.03,268
13545,432.15,303
13546,548.9,663
13547,1485.93,893
13548,1476.06,38
13549,1581.2,21
13550,1684.22,207
13551,112.05,939
13552,1120.65,789
13553,1806.37,91
13554,1576.16,138
13555,173.11,922
13556,425.52,418
13557,366.19,911
13558,315.65,33
13559,607.39,859
13560,1952.64,223
13561,1054.81,173
13562,918.57,694
13563,1607.72,928
13564,178.11,315
13565,403.1,953
13566,741.81,926
13567,178.41,304
13568,1788.71,995
13569,1401.46,164
13570,242.04,518
13571,1609.78,538
13572,1937.16,838
13573,1065.11,2
13574,779.54,764
13575,575.7,398
13576,158.07,92
13577,1794.01,242
13578,1652.93,314
13579,1594.11,432
13580,885.98,494
13581,1491.33,142
13582,50.1,546
13583,472.64,866
13584,621.26,142
13585,353.16,218
13586,1152.97,166
13587,116.04,769
13588,662.31,714
13589,1631.91,178
13590,1344.17,457
13591,1924.01,738
13592,1907.24,80
13593,1718.06,292
13594,197.19,499
13595,399.86,821
13596,1627.16,582
13597,468.58,619
13598,1771.03,305
13599,152.01,188
13600,1527.64,763
13601,294.68,717
13602,709.41,794
13603,635.7,1
13604,543.86,544
13605,1632.52,753
13606,2000.19,234
13607,1957.91,840
13608,493.93,86
13609,1941.91,420
13610,1779.97,871
13611,1000.2,975
13612,1211.03,751
13613,756.44,500
13614,1114.73,227
13615,977.41,882
13616,188.13,581
13617,168.37,19
13618,1714.71,613
13619,361.39,668
13620,1680.65,801
13621,1936.69,691
13622,1350.19,725
13623,956.55,503
13624,417.76,272
13625,1541.76,713
13626,165.78,682
13627,1595.15,791
13628,561.73,242
13629,436.6,480
13630,752.15,915
13631,1562.21,313
13632,589.85,816
13633,878.42,603
13634,1250.4,794
13635,330.18,321
13636,330.3,571
13637,351.01,240
13638,223.13,329
13639,1293.28,285
13640,389.69,636
13641,1463.13,925
13642,491.16,186
13643,1554.93,557
13644,936.61,872
13645,43.85,679
13646,1139.27,790
13647,592.61,642
13648,704.95,62
13649,515.95,664
13650,101.72,280
13651,1504.98,639
13652,826.29,577
13653,464.46,208
13654,1691.72,272
13655,1885.42,393
13656,779.69,360
13657,544.87,351
13658,567.57,712
13659,546.55,880
13660,1655.76,579
13661,281.01,968
13662,737.54,501
13663,998.52,130
13664,1205.26,516
13665,1960.38,465
13666,459.68,865
13667,63.09,2
13668,665.14,743
13669,389,640
13670,380.02,375
13671,255.23,774
13672,400.55,904
13673,849.6,854
13674,430.49,539
13675,1559.87,186
13676,1922.62,528
13677,35.13,686
13678,761.4,281
13679,1074.48,114
13680,551.31,818
13681,790.27,292
13682,1021.82,345
13683,1370.08,90
13684,1863.6,523
13685,671.93,1
13686,310.21,634
13687,319.13,299
13688,847.53,131
13689,1332,9
13690,947.66,936
13691,1749.51,120
13692,764.82,987
13693,1258.41,384
13694,18.91,262
13695,1268.25,245
13696,379.45,579
13697,1341.66,512
13698,1578.37,795
13699,1014.84,54
13700,1452.39,639
13701,1316.06,435
13702,1010.17,595
13703,1893.28,618
13704,1818.46,620
13705,666.32,307
13706,1362.41,791
13707,915.08,156
13708,114.54,526
13709,1212.37,622
13710,1620.82,347
13711,1205.53,806
13712,870.16,994
13713,958.75,202
13714,919,836
13715,1920.34,986
13716,1129.14,951
13717,1459,529
13718,169.85,933
13719,1427.64,485
13720,541.43,657
13721,1026.86,696
13722,884.22,305
13723,502,654
13724,259.77,206
13725,856.79,856
13726,1548.31,647
13727,1657.63,948
13728,540.88,703
13729,1258.83,1
13730,682.73,893
13731,1525.79,613
13732,1323.74,996
13733,1906.84,401
13734,752.64,383
13735,1386.65,836
13736,1714.79,481
13737,1154.93,926
13738,1550.26,33
13739,1296.69,193
13740,1012.68,466
13741,1508.42,389
13742,1660.45,441
13743,708.03,996
13744,534.87,538
13745,1612.28,994
13746,995.98,94
13747,1657.3,531
13748,1584.13,523
13749,1543.99,417
13750,423.37,988
13751,1767.53,141
13752,279.48,769
13753,1866.52,757
13754,1568.01,287
13755,1257.34,769
13756,244.6,928
13757,1302.27,762
13758,218.94,50
13759,572.79,826
13760,269.86,108
13761,872.02,705
13762,1603.18,943
13763,256.68,62
13764,95.58,447
13765,218.59,12
13766,525.44,912
13767,1897.72,962
13768,559.46,208
13769,1771.78,809
13770,567.43,465
13771,1262.95,477
13772,34.91,281
13773,1866.41,68
13774,503.98,205
13775,1207.69,679
13776,463.21,542
13777,1188.79,966
13778,881.25,21
13779,539.87,337
13780,1561.78,464
13781,149.42,840
13782,145.58,703
13783,1116.86,123
13784,1453.08,754
13785,1439.76,193
13786,1281.7,357
13787,272.01,894
13788,526.22,719
13789,1559.47,270
13790,1282.83,685
13791,491.5,606
13792,922.37,254
13793,261.59,137
13794,129.35,658
13795,1362.48,70
13796,533.78,875
13797,1516.87,492
13798,1592.76,575
13799,1264.73,802
13800,1465.54,658
13801,1185.52,708
13802,1.96,915
13803,484.4,734
13804,1874.99,568
13805,88.31,320
13806,877.81,190
13807,1782.76,536
13808,683.83,164
13809,1853.31,712
13810,1635.38,163
13811,841.51,49
13812,58.95,867
13813,1471.62,869
13814,937.4,441
13815,1486.8,757
13816,275.43,120
13817,51.46,255
13818,1147.38,4
13819,1514.46,144
13820,1078.16,929
13821,1736.36,803
13822,664.43,802
13823,987.66,260
13824,1781.26,896
13825,103.87,970
13826,1041.55,126
13827,93.64,875
13828,1563.55,263
13829,1940.9,335
13830,1898.87,678
13831,1678.79,160
13832,518.95,852
13833,783.31,493
13834,12.03,845
13835,417.85,20
13836,2000.32,961
13837,1414.64,539
13838,867.14,884
13839,1477.16,37
13840,1408.47,908
13841,1548.07,696
13842,880.09,377
13843,120.71,387
13844,375.81,642
13845,752.91,256
13846,967.41,563
13847,1222.61,182
13848,1086.59,457
13849,643.14,81
13850,421.34,912
13851,1954.97,807
13852,639,639
13853,1641.52,690
13854,347.26,769
13855,726.54,345
13856,1797.54,754
13857,168.48,141
13858,1236.9,113
13859,564.68,22
13860,1102.61,544
13861,269.41,589
13862,400.85,900
13863,522.29,720
13864,666.89,707
13865,1685.65,872
13866,1499.14,407
13867,99.74,905
13868,1383.86,465
13869,804.72,291
13870,907.23,352
13871,64.61,468
13872,1899.25,399
13873,541.13,915
13874,574.87,250
13875,1108.51,588
13876,1096.73,603
13877,413.81,840
13878,860.2,297
13879,325.4,369
13880,1557.33,917
13881,1132.63,929
13882,433.91,128
13883,1589.17,492
13884,1355.53,838
13885,988.01,541
13886,1924.96,156
13887,713.3,398
13888,372.86,720
13889,1221.43,228
13890,236.62,818
13891,1960.48,317
13892,1409.11,688
13893,614.88,18
13894,1648.25,270
13895,649.68,675
13896,1599.03,310
13897,1810.29,669
13898,1830.86,500
13899,525,812
13900,1531.77,333
13901,294.3,93
13902,1438.7,982
13903,1224.87,486
13904,1357.24,522
13905,108.24,612
13906,217.72,482
13907,396.62,214
13908,1700.23,61
13909,365.4,158
13910,286.73,899
13911,1663.18,500
13912,1543.83,275
13913,1941.16,353
13914,1595.41,187
13915,1519.64,604
13916,1816.7,210
13917,492.89,984
13918,1196.62,167
13919,359.97,937
13920,927.8,845
13921,762.16,697
13922,1206.34,302
13923,1664.27,860
13924,41.18,263
13925,1216.78,77
13926,1932,220
13927,1042.33,647
13928,1244.99,252
13929,495.23,524
13930,12.93,593
13931,489.9,828
13932,1128.33,118
13933,1146.46,270
13934,1256.8,173
13935,1545.84,940
13936,400.8,547
13937,1098.15,418
13938,584.28,103
13939,1975.03,338
13940,1636.13,735
13941,250.55,253
13942,917.31,681
13943,113.26,906
13944,1143.1,311
13945,1130.98,183
13946,977.3,459
13947,1908.46,533
13948,1168.96,187
13949,813.59,547
13950,846.6,908
13951,1647.61,793
13952,1892.53,532
13953,1080.59,521
13954,217.92,38
13955,1598.16,15
13956,338.25,869
13957,1022.51,112
